series;x;y;z
SeriesB;56;82;1.654050926
SeriesA;56;83;2.191263898
SeriesB;56;83;1.648148148
SeriesA;56;84;2.310905065
SeriesB;56;84;1.659048507
SeriesA;56;85;2.150651416
SeriesB;56;85;1.651935634
SeriesA;56;86;2.302019898
SeriesB;56;86;1.651935634
SeriesA;56;87;2.184726602
SeriesB;56;87;1.668726679
SeriesA;56;88;2.064480673
SeriesB;56;88;1.661458333
SeriesA;56;89;2.278506082
SeriesB;56;89;1.680333647
SeriesA;56;90;2.259216721
SeriesB;56;90;1.67292444
SeriesA;56;91;2.198064453
SeriesB;56;91;1.663357613
SeriesA;56;92;2.3085917
SeriesB;56;92;1.638414217
SeriesA;56;93;2.188986951
SeriesB;56;93;1.638414217
SeriesA;56;94;2.368281645
SeriesB;56;94;1.656018519
SeriesA;56;95;1.688251495
SeriesB;56;95;1.660205488
SeriesA;56;96;2.361892377
SeriesB;56;96;1.660205488
SeriesA;56;97;2.050897296
SeriesB;56;97;1.652665537
SeriesA;56;98;1.966473631
SeriesB;56;98;1.651588761
SeriesA;56;99;2.152721125
SeriesB;56;99;1.666236772
SeriesA;56;100;2.38
SeriesB;56;100;1.666236772
SeriesA;56;101;2.091482298
SeriesB;56;101;1.666236772
SeriesA;56;102;2.191644661
SeriesB;56;102;1.666236772
SeriesA;56;103;1.897939645
SeriesB;56;103;1.666236772
SeriesA;56;104;2.274002872
SeriesB;56;104;1.651588761
SeriesA;56;105;2.129828474
SeriesB;56;105;1.664571297
SeriesA;56;106;2.109777047
SeriesB;56;106;1.676306217
SeriesA;56;107;1.953422286
SeriesB;56;107;1.678421509
SeriesA;56;108;2.1843705
SeriesB;56;108;1.674573561
SeriesA;56;109;1.60247935
SeriesB;56;109;1.656770235
SeriesA;56;110;2.199566822
SeriesB;56;110;1.686817031
SeriesA;56;111;1.385246242
SeriesB;56;111;1.666550926
SeriesA;56;112;1.874849034
SeriesB;56;112;1.666550926
SeriesA;56;113;2.219414894
SeriesB;56;113;1.676388889
SeriesA;56;114;1.976254675
SeriesB;56;114;1.652714416
SeriesA;56;115;1.937754216
SeriesB;56;115;1.675986842
SeriesA;56;116;2.034151673
SeriesB;56;116;1.675986842
SeriesA;56;117;2.342960144
SeriesB;56;117;1.660386029
SeriesA;56;118;2.060543778
SeriesB;56;118;1.667361111
SeriesA;56;119;1.931333912
SeriesB;56;119;1.657523148
SeriesA;56;120;1.784775225
SeriesB;56;120;1.667361111
SeriesA;56;121;1.843688258
SeriesB;56;121;1.633333333
SeriesA;56;122;1.911046263
SeriesB;56;122;1.67383302
SeriesA;56;123;1.860643731
SeriesB;56;123;1.67383302
SeriesA;56;124;1.892673462
SeriesB;56;124;1.662150167
SeriesA;56;125;1.786357265
SeriesB;56;125;1.676691729
SeriesA;56;126;1.680650492
SeriesB;56;126;1.653070585
SeriesA;56;127;1.745103543
SeriesB;56;127;1.665694963
SeriesA;56;128;1.766526407
SeriesB;56;128;1.639920113
SeriesA;56;129;1.381623062
SeriesB;56;129;1.66087963
SeriesA;56;130;1.952237391
SeriesB;56;130;1.66087963
SeriesA;56;131;1.865905459
SeriesB;56;131;1.641091418
SeriesA;56;132;1.817741366
SeriesB;56;132;1.660648148
SeriesA;56;133;1.571049062
SeriesB;56;133;1.661689815
SeriesA;56;134;1.561874376
SeriesB;56;134;1.660648148
SeriesA;56;135;1.855743773
SeriesB;56;135;1.674305556
SeriesA;56;136;1.520122327
SeriesB;56;136;1.632329963
SeriesA;56;137;1.759704683
SeriesB;56;137;1.654986213
SeriesA;56;138;1.385847463
SeriesB;56;138;1.654986213
SeriesA;56;139;1.384219338
SeriesB;56;139;1.660648148
SeriesA;56;140;1.446054718
SeriesB;56;140;1.660500919
SeriesA;56;141;1.422085282
SeriesB;56;141;1.650735294
SeriesA;56;142;1.449949512
SeriesB;56;142;1.628877737
SeriesA;56;143;1.586851006
SeriesB;56;143;1.640858209
SeriesA;56;144;1.478702442
SeriesB;56;144;1.644330431
SeriesA;56;145;1.458859298
SeriesB;56;145;1.640277778
SeriesA;56;146;1.747899824
SeriesB;56;146;1.617244526
SeriesA;56;147;1.744546765
SeriesB;56;147;1.631158759
SeriesA;56;148;1.414101479
SeriesB;56;148;1.631158759
SeriesA;56;149;1.423770472
SeriesB;56;149;1.647150735
SeriesA;56;150;1.710367374
SeriesB;56;150;1.64
SeriesA;56;151;1.626370963
SeriesB;56;151;1.631158759
SeriesA;56;152;1.603642401
SeriesB;56;152;1.629868659
SeriesA;56;153;1.412112564
SeriesB;56;153;1.632419065
SeriesA;56;154;1.812378431
SeriesB;56;154;1.62511241
SeriesA;56;155;1.787141308
SeriesB;56;155;1.595601653
SeriesA;56;156;1.382450733
SeriesB;56;156;1.600656703
SeriesA;56;157;1.414328231
SeriesB;56;157;1.614774816
SeriesA;56;158;1.260444929
SeriesB;56;158;1.610294118
SeriesA;56;159;1.74
SeriesB;56;159;1.60787037
SeriesA;56;160;1.317843566
SeriesB;56;160;1.563355383
SeriesA;56;161;1.605739653
SeriesB;56;161;1.575407609
SeriesA;56;162;1.566502114
SeriesB;56;162;1.579084079
SeriesA;56;163;1.125397163
SeriesB;56;163;1.580140399
SeriesA;56;164;1.40237069
SeriesB;56;164;1.611998175
SeriesA;56;165;1.446808511
SeriesB;56;165;1.611510791
SeriesA;56;166;1.204133156
SeriesB;56;166;1.567264493
SeriesA;56;167;1.316471354
SeriesB;56;167;1.614470109
SeriesA;56;168;1.343475212
SeriesB;56;168;1.630417427
SeriesA;56;169;1.53
SeriesB;56;169;1.607175926
SeriesA;56;170;1.223743064
SeriesB;56;170;1.634441138
SeriesA;56;171;1.437613225
SeriesB;56;171;1.647737873
SeriesA;56;172;1.195738718
SeriesB;56;172;1.594990079
SeriesA;56;173;1.392826297
SeriesB;56;173;1.611574074
SeriesA;56;174;1.12089644
SeriesB;56;174;1.617906083
SeriesA;56;175;1.415598265
SeriesB;56;175;1.624804198
SeriesA;56;176;1.411701225
SeriesB;56;176;1.570436508
SeriesA;56;177;1.233304963
SeriesB;56;177;1.640162037
SeriesA;56;178;1.285196902
SeriesB;56;178;1.59295709
SeriesA;56;179;1.245840567
SeriesB;56;179;1.55513205
SeriesA;56;180;1.268630012
SeriesB;56;180;1.568952546
SeriesA;56;181;1.081149233
SeriesB;56;181;1.573085172
SeriesA;56;182;1.169925508
SeriesB;56;182;1.570120614
SeriesA;56;183;1.13147212
SeriesB;56;183;1.608689507
SeriesA;56;184;1.315659726
SeriesB;56;184;1.56498187
SeriesA;56;185;1.533324782
SeriesB;56;185;1.612680319
SeriesA;56;186;1.593340389
SeriesB;56;186;1.5532289
SeriesA;56;187;1.160481436
SeriesB;56;187;1.558914875
SeriesA;56;188;1.197865535
SeriesB;56;188;1.50744461
SeriesA;56;189;1.27185151
SeriesB;56;189;1.537425445
SeriesA;56;190;1.132909786
SeriesB;56;190;1.52783766
SeriesA;56;191;1.124131944
SeriesB;56;191;1.519023953
SeriesA;56;192;1.20971201
SeriesB;56;192;1.496003639
SeriesA;56;193;1.133041662
SeriesB;56;193;1.472621385
SeriesA;56;194;0.961737723
SeriesB;56;194;1.466642404
SeriesA;56;195;0.952400274
SeriesB;56;195;1.474948677
SeriesA;56;196;0.932386293
SeriesB;56;196;1.510074297
SeriesA;56;197;1.145693512
SeriesB;56;197;1.482266462
SeriesA;56;198;0.993948413
SeriesB;56;198;1.508697442
SeriesA;56;199;0.928323413
SeriesB;56;199;1.436563437
SeriesA;56;200;1.009864147
SeriesB;56;200;1.454168092
SeriesA;56;201;1.034771785
SeriesB;56;201;1.350113403
SeriesA;56;202;1.002519775
SeriesB;56;202;1.415371714
SeriesA;56;203;0.880245983
SeriesB;56;203;1.40884536
SeriesA;56;204;1.217814913
SeriesB;56;204;1.432997266
SeriesA;56;205;1.154049296
SeriesB;56;205;1.485526281
SeriesA;56;206;1.009698276
SeriesB;56;206;1.3253506
SeriesA;56;207;1.065959685
SeriesB;56;207;1.440154469
SeriesA;56;208;1.143367764
SeriesB;56;208;1.451461381
SeriesA;56;209;0.909013605
SeriesB;56;209;1.394686288
SeriesA;56;210;0.762700535
SeriesB;56;210;1.463829787
SeriesA;56;211;1.160913038
SeriesB;56;211;1.349674479
SeriesA;56;212;0.979104994
SeriesB;56;212;1.264752302
SeriesA;56;213;0.993311948
SeriesB;56;213;1.203308017
SeriesA;56;214;0.889447774
SeriesB;56;214;1.285638012
SeriesA;56;215;0.903188345
SeriesB;56;215;1.394281838
SeriesA;56;216;0.833183265
SeriesB;56;216;1.236606332
SeriesA;56;217;0.905405405
SeriesB;56;217;1.07912994
SeriesA;56;218;0.796566612
SeriesB;56;218;1.113667031
SeriesA;56;219;0.91
SeriesB;56;219;0.79
SeriesA;56;220;0.836991995
SeriesB;56;220;0.502159487
SeriesA;56;221;0.644785343
SeriesB;56;221;0.366537463
SeriesA;65;1;0.69861702
SeriesB;65;1;0.262822444
SeriesA;65;2;0.598641315
SeriesB;65;2;0.54
SeriesA;65;3;0.56813866
SeriesB;65;3;0.555001442
SeriesA;65;4;0.475647222
SeriesB;65;4;0.600104563
SeriesA;65;5;1.098126007
SeriesB;65;5;1.046201836
SeriesA;65;6;1.550716868
SeriesB;65;6;1.55019533
SeriesA;65;7;2.226010734
SeriesB;65;7;2.216100737
SeriesA;65;8;2.066885605
SeriesB;65;8;2.421390319
SeriesA;65;9;2.242978153
SeriesB;65;9;2.231346044
SeriesA;65;10;2.325273402
SeriesB;65;10;2.31
SeriesA;65;11;2.237384512
SeriesB;65;11;2.433646082
SeriesA;65;12;2.686679108
SeriesB;65;12;2.329329052
SeriesA;65;13;2.885239025
SeriesB;65;13;2.892790067
SeriesA;65;14;3.053638878
SeriesB;65;14;3.029045399
SeriesA;65;15;2.736485715
SeriesB;65;15;2.80553077
SeriesA;65;16;2.926207582
SeriesB;65;16;2.969386719
SeriesA;65;17;3.163151986
SeriesB;65;17;2.999284959
SeriesA;65;18;3.110045207
SeriesB;65;18;3.04
SeriesA;65;19;3.11055731
SeriesB;65;19;3.15455449
SeriesA;65;20;3.076494291
SeriesB;65;20;3.07071372
SeriesA;65;21;3.174273482
SeriesB;65;21;3.27
SeriesA;65;22;3.164023335
SeriesB;65;22;3.094426303
SeriesA;65;23;3.0827079
SeriesB;65;23;3.058985092
SeriesA;65;24;3.154969183
SeriesB;65;24;3.304750864
SeriesA;65;25;3.228734322
SeriesB;65;25;3.278134479
SeriesA;65;26;3.263289053
SeriesB;65;26;3.151950806
SeriesA;65;27;3.173656215
SeriesB;65;27;3.164936311
SeriesA;65;28;3.140016152
SeriesB;65;28;3.156030497
SeriesA;65;29;3.245393365
SeriesB;65;29;3.301214193
SeriesA;65;30;3.063716911
SeriesB;65;30;3.453257169
SeriesA;65;31;3.235370647
SeriesB;65;31;3.47215523
SeriesA;65;32;3.222016628
SeriesB;65;32;3.528287324
SeriesA;65;33;3.264496905
SeriesB;65;33;3.281069549
SeriesA;65;34;3.191091641
SeriesB;65;34;3.322494552
SeriesA;65;35;3.319097188
SeriesB;65;35;3.470785298
SeriesA;65;36;3.19741534
SeriesB;65;36;3.410163339
SeriesA;65;37;3.274326101
SeriesB;65;37;3.383815937
SeriesA;65;38;3.331088521
SeriesB;65;38;3.298945186
SeriesA;65;39;3.443481613
SeriesB;65;39;3.453474386
SeriesA;65;40;3.417273871
SeriesB;65;40;3.457678077
SeriesA;65;41;3.269931317
SeriesB;65;41;3.416149004
SeriesA;65;42;3.430915355
SeriesB;65;42;3.425284251
SeriesA;65;43;3.522785954
SeriesB;65;43;3.420404866
SeriesA;65;44;3.385421547
SeriesB;65;44;3.478269499
SeriesA;65;45;3.172628111
SeriesB;65;45;3.444859072
SeriesA;65;46;3.414575445
SeriesB;65;46;3.422537644
SeriesA;65;47;3.3582572
SeriesB;65;47;3.445102067
SeriesA;65;48;3.361845213
SeriesB;65;48;3.441601484
SeriesA;65;49;3.347078716
SeriesB;65;49;3.370838636
SeriesA;65;50;3.422415492
SeriesB;65;50;3.370838636
SeriesA;65;51;3.179325692
SeriesB;65;51;3.460924264
SeriesA;65;52;3.367904089
SeriesB;65;52;3.498154547
SeriesA;65;53;3.425172589
SeriesB;65;53;3.44914041
SeriesA;65;54;3.395026747
SeriesB;65;54;3.393875711
SeriesA;65;55;3.364351573
SeriesB;65;55;3.393334662
SeriesA;65;56;3.18651088
SeriesB;65;56;3.42218785
SeriesA;65;57;3.267931374
SeriesB;65;57;3.32
SeriesA;65;58;3.051922525
SeriesB;65;58;3.32
SeriesA;65;59;2.970237669
SeriesB;65;59;3.263395607
SeriesA;65;60;3.056449761
SeriesB;65;60;3.213509385
SeriesA;65;61;2.984269544
SeriesB;65;61;3.12089484
SeriesA;65;62;2.874415841
SeriesB;65;62;2.888398255
SeriesA;65;63;2.813400654
SeriesB;65;63;2.938868809
SeriesA;65;64;2.842804625
SeriesB;65;64;2.673274575
SeriesA;65;65;2.803460113
SeriesB;65;65;2.921142346
SeriesA;65;66;2.897954006
SeriesB;65;66;2.819860628
SeriesA;65;67;2.484807234
SeriesB;65;67;2.751601776
SeriesA;65;68;2.672743679
SeriesB;65;68;2.72207398
SeriesA;65;69;2.675358768
SeriesB;65;69;2.383388158
SeriesA;65;70;2.49
SeriesB;65;70;2.383388158
SeriesA;65;71;2.729243862
SeriesB;65;71;2.383881579
SeriesA;65;72;2.665696353
SeriesB;65;72;2.378571429
SeriesA;65;73;2.520338268
SeriesB;65;73;2.235244361
SeriesA;65;74;2.428730507
SeriesB;65;74;2.172744361
SeriesA;65;75;2.364467174
SeriesB;65;75;2.179440789
SeriesA;65;76;2.352671534
SeriesB;65;76;2.172744361
SeriesA;65;77;2.504086178
SeriesB;65;77;2.177443609
SeriesA;65;78;2.747963124
SeriesB;65;78;2.177443609
SeriesA;65;79;2.455941092
SeriesB;65;79;2.18
SeriesA;65;80;2.500755361
SeriesB;65;80;1.870430871
SeriesA;65;81;2.611149774
SeriesB;65;81;2.182495301
SeriesA;65;82;2.206026503
SeriesB;65;82;2.04212963
SeriesA;65;83;2.608094202
SeriesB;65;83;1.729454291
SeriesA;65;84;2.316996898
SeriesB;65;84;1.760220865
SeriesA;65;85;2.138477415
SeriesB;65;85;1.643209586
SeriesA;65;86;2.455615079
SeriesB;65;86;1.643209586
SeriesA;65;87;2.21297729
SeriesB;65;87;1.643209586
SeriesA;65;88;2.061606318
SeriesB;65;88;1.642975514
SeriesA;65;89;2.318462473
SeriesB;65;89;1.630165517
SeriesA;65;90;2.300752328
SeriesB;65;90;1.630165517
SeriesA;65;91;2.219371455
SeriesB;65;91;1.646591362
SeriesA;65;92;2.362468043
SeriesB;65;92;1.629452579
SeriesA;65;93;2.173910162
SeriesB;65;93;1.629452579
SeriesA;65;94;2.51
SeriesB;65;94;1.600170455
SeriesA;65;95;1.744165438
SeriesB;65;95;1.634689529
SeriesA;65;96;2.447947139
SeriesB;65;96;1.651971726
SeriesA;65;97;2.103180625
SeriesB;65;97;1.651971726
SeriesA;65;98;1.991640743
SeriesB;65;98;1.634689529
SeriesA;65;99;2.212100692
SeriesB;65;99;1.651971726
SeriesA;65;100;2.389115757
SeriesB;65;100;1.654220779
SeriesA;65;101;2.116391114
SeriesB;65;101;1.637056953
SeriesA;65;102;2.255981284
SeriesB;65;102;1.643330628
SeriesA;65;103;1.98034284
SeriesB;65;103;1.643330628
SeriesA;65;104;2.404769063
SeriesB;65;104;1.624417257
SeriesA;65;105;2.208844646
SeriesB;65;105;1.624417257
SeriesA;65;106;2.086978834
SeriesB;65;106;1.646363822
SeriesA;65;107;2.005838242
SeriesB;65;107;1.628570671
SeriesA;65;108;2.190275424
SeriesB;65;108;1.636893402
SeriesA;65;109;1.629622583
SeriesB;65;109;1.621541031
SeriesA;65;110;2.41329456
SeriesB;65;110;1.621626227
SeriesA;65;111;1.400184002
SeriesB;65;111;1.644918893
SeriesA;65;112;1.913424063
SeriesB;65;112;1.627012311
SeriesA;65;113;2.189461472
SeriesB;65;113;1.607836174
SeriesA;65;114;1.990540932
SeriesB;65;114;1.638849432
SeriesA;65;115;1.94
SeriesB;65;115;1.627012311
SeriesA;65;116;2.038578776
SeriesB;65;116;1.627012311
SeriesA;65;117;2.310791026
SeriesB;65;117;1.656368371
SeriesA;65;118;2.0873482
SeriesB;65;118;1.656368371
SeriesA;65;119;1.930829172
SeriesB;65;119;1.656368371
SeriesA;65;120;1.803470326
SeriesB;65;120;1.625234962
SeriesA;65;121;1.825221163
SeriesB;65;121;1.600916353
SeriesA;65;122;1.876958265
SeriesB;65;122;1.604640152
SeriesA;65;123;1.858089044
SeriesB;65;123;1.636008523
SeriesA;65;124;1.902709807
SeriesB;65;124;1.638849432
SeriesA;65;125;1.802680742
SeriesB;65;125;1.614164825
SeriesA;65;126;1.678337114
SeriesB;65;126;1.618381892
SeriesA;65;127;1.775719963
SeriesB;65;127;1.639450188
SeriesA;65;128;1.770758925
SeriesB;65;128;1.60628641
SeriesA;65;129;1.363973302
SeriesB;65;129;1.60628641
SeriesA;65;130;1.954645961
SeriesB;65;130;1.60628641
SeriesA;65;131;1.871141582
SeriesB;65;131;1.625355114
SeriesA;65;132;1.731530018
SeriesB;65;132;1.625355114
SeriesA;65;133;1.557511745
SeriesB;65;133;1.627278777
SeriesA;65;134;1.543604391
SeriesB;65;134;1.642637311
SeriesA;65;135;1.840619236
SeriesB;65;135;1.598438734
SeriesA;65;136;1.608142319
SeriesB;65;136;1.614346591
SeriesA;65;137;1.777496786
SeriesB;65;137;1.602136344
SeriesA;65;138;1.404372855
SeriesB;65;138;1.60646361
SeriesA;65;139;1.406940321
SeriesB;65;139;1.61
SeriesA;65;140;1.458852049
SeriesB;65;140;1.585543325
SeriesA;65;141;1.44760537
SeriesB;65;141;1.585120148
SeriesA;65;142;1.439623304
SeriesB;65;142;1.618956245
SeriesA;65;143;1.747294481
SeriesB;65;143;1.632220644
SeriesA;65;144;1.484987668
SeriesB;65;144;1.634706439
SeriesA;65;145;1.47096946
SeriesB;65;145;1.63
SeriesA;65;146;1.689849185
SeriesB;65;146;1.627485795
SeriesA;65;147;1.730922388
SeriesB;65;147;1.628171992
SeriesA;65;148;1.429040975
SeriesB;65;148;1.641453598
SeriesA;65;149;1.425985054
SeriesB;65;149;1.594713346
SeriesA;65;150;1.69603754
SeriesB;65;150;1.646425189
SeriesA;65;151;1.597478887
SeriesB;65;151;1.641453598
SeriesA;65;152;1.727926938
SeriesB;65;152;1.626644737
SeriesA;65;153;1.388600954
SeriesB;65;153;1.622277462
SeriesA;65;154;1.781634746
SeriesB;65;154;1.622684929
SeriesA;65;155;1.784827101
SeriesB;65;155;1.61818609
SeriesA;65;156;1.375622736
SeriesB;65;156;1.61818609
SeriesA;65;157;1.429853723
SeriesB;65;157;1.61818609
SeriesA;65;158;1.303593165
SeriesB;65;158;1.602193813
SeriesA;65;159;1.73907714
SeriesB;65;159;1.612233709
SeriesA;65;160;1.288499356
SeriesB;65;160;1.560371046
SeriesA;65;161;1.613224638
SeriesB;65;161;1.59380787
SeriesA;65;162;1.561697922
SeriesB;65;162;1.59380787
SeriesA;65;163;1.138302333
SeriesB;65;163;1.582417929
SeriesA;65;164;1.43693795
SeriesB;65;164;1.56
SeriesA;65;165;1.401079137
SeriesB;65;165;1.55066636
SeriesA;65;166;1.182198661
SeriesB;65;166;1.548138787
SeriesA;65;167;1.311495536
SeriesB;65;167;1.568981481
SeriesA;65;168;1.335929091
SeriesB;65;168;1.582912071
SeriesA;65;169;1.491407977
SeriesB;65;169;1.574042528
SeriesA;65;170;1.243532509
SeriesB;65;170;1.601621241
SeriesA;65;171;1.414762127
SeriesB;65;171;1.613173559
SeriesA;65;172;1.162582213
SeriesB;65;172;1.544830011
SeriesA;65;173;1.364669959
SeriesB;65;173;1.545942164
SeriesA;65;174;1.114392328
SeriesB;65;174;1.581646455
SeriesA;65;175;1.448230602
SeriesB;65;175;1.56
SeriesA;65;176;1.400429322
SeriesB;65;176;1.549603175
SeriesA;65;177;1.199429563
SeriesB;65;177;1.575297989
SeriesA;65;178;1.256786921
SeriesB;65;178;1.566306391
SeriesA;65;179;1.273234568
SeriesB;65;179;1.54509154
SeriesA;65;180;1.222994809
SeriesB;65;180;1.568632689
SeriesA;65;181;1.079710115
SeriesB;65;181;1.556770833
SeriesA;65;182;1.138539958
SeriesB;65;182;1.561295087
SeriesA;65;183;1.153145378
SeriesB;65;183;1.578704396
SeriesA;65;184;1.316296499
SeriesB;65;184;1.547388243
SeriesA;65;185;1.543515458
SeriesB;65;185;1.582685635
SeriesA;65;186;1.559245442
SeriesB;65;186;1.531962241
SeriesA;65;187;1.233770684
SeriesB;65;187;1.5836372
SeriesA;65;188;1.154043942
SeriesB;65;188;1.528613722
SeriesA;65;189;1.249278461
SeriesB;65;189;1.554237155
SeriesA;65;190;1.102276853
SeriesB;65;190;1.495546889
SeriesA;65;191;1.123910313
SeriesB;65;191;1.523825497
SeriesA;65;192;1.12491037
SeriesB;65;192;1.498935688
SeriesA;65;193;1.13278947
SeriesB;65;193;1.466482032
SeriesA;65;194;0.930914359
SeriesB;65;194;1.466687439
SeriesA;65;195;0.952345342
SeriesB;65;195;1.44848138
SeriesA;65;196;0.908831949
SeriesB;65;196;1.460407989
SeriesA;65;197;1.149293415
SeriesB;65;197;1.466431052
SeriesA;65;198;0.978871965
SeriesB;65;198;1.47
SeriesA;65;199;0.906436289
SeriesB;65;199;1.441899169
SeriesA;65;200;0.976942712
SeriesB;65;200;1.373224556
SeriesA;65;201;1.002334437
SeriesB;65;201;1.321759716
SeriesA;65;202;0.972963924
SeriesB;65;202;1.370490821
SeriesA;65;203;0.878192446
SeriesB;65;203;1.419697317
SeriesA;65;204;1.147321429
SeriesB;65;204;1.490967202
SeriesA;65;205;0.971496212
SeriesB;65;205;1.398328149
SeriesA;65;206;0.968934621
SeriesB;65;206;1.31225963
SeriesA;65;207;0.997518454
SeriesB;65;207;1.425759692
SeriesA;65;208;1.103742904
SeriesB;65;208;1.4429253
SeriesA;65;209;0.840193966
SeriesB;65;209;1.288781175
SeriesA;65;210;0.7184677
SeriesB;65;210;1.347294814
SeriesA;65;211;1.111255504
SeriesB;65;211;1.332927025
SeriesA;65;212;0.89
SeriesB;65;212;1.252680732
SeriesA;65;213;0.952037891
SeriesB;65;213;1.117906501
SeriesA;65;214;0.848921655
SeriesB;65;214;1.267753292
SeriesA;65;215;0.847174658
SeriesB;65;215;1.260977359
SeriesA;65;216;0.760472862
SeriesB;65;216;1.219267112
SeriesA;65;217;0.776853925
SeriesB;65;217;1.06343819
SeriesA;65;218;0.752483444
SeriesB;65;218;0.89
SeriesA;65;219;0.84
SeriesB;65;219;0.792064197
SeriesA;65;220;0.766561563
SeriesB;65;220;0.459743342
SeriesA;65;221;0.617586699
SeriesB;65;221;0.324388247
SeriesA;75;1;0.719676989
SeriesB;75;1;0.240386405
SeriesA;75;2;0.548529784
SeriesB;75;2;0.543910087
SeriesA;75;3;0.611518017
SeriesB;75;3;0.524481129
SeriesA;75;4;0.457687835
SeriesB;75;4;0.585100251
SeriesA;75;5;1.041156753
SeriesB;75;5;0.997984562
SeriesA;75;6;1.398313059
SeriesB;75;6;1.459587825
SeriesA;75;7;2.259481694
SeriesB;75;7;2.238281608
SeriesA;75;8;2.152464328
SeriesB;75;8;2.362262712
SeriesA;75;9;2.392085802
SeriesB;75;9;2.212995062
SeriesA;75;10;2.089272246
SeriesB;75;10;2.267740264
SeriesA;75;11;2.290980143
SeriesB;75;11;2.292741513
SeriesA;75;12;2.736880217
SeriesB;75;12;2.310407412
SeriesA;75;13;2.722317761
SeriesB;75;13;2.888969429
SeriesA;75;14;2.894134031
SeriesB;75;14;2.905918673
SeriesA;75;15;2.86
SeriesB;75;15;2.907855452
SeriesA;75;16;3.05
SeriesB;75;16;2.931406873
SeriesA;75;17;3.034527576
SeriesB;75;17;2.939838945
SeriesA;75;18;3.045082621
SeriesB;75;18;2.915080506
SeriesA;75;19;2.914563784
SeriesB;75;19;3.017754562
SeriesA;75;20;2.966902657
SeriesB;75;20;2.948862639
SeriesA;75;21;3.048252769
SeriesB;75;21;3.206485455
SeriesA;75;22;3.064292853
SeriesB;75;22;3.235887706
SeriesA;75;23;3.131469637
SeriesB;75;23;3.25216547
SeriesA;75;24;3.116091035
SeriesB;75;24;3.237251579
SeriesA;75;25;3.035955469
SeriesB;75;25;3.188443768
SeriesA;75;26;3.139155168
SeriesB;75;26;3.103832236
SeriesA;75;27;3.388586432
SeriesB;75;27;3.127030779
SeriesA;75;28;3.048859187
SeriesB;75;28;2.996792684
SeriesA;75;29;3.148503295
SeriesB;75;29;3.206027336
SeriesA;75;30;3.044617507
SeriesB;75;30;3.340948339
SeriesA;75;31;3.16205458
SeriesB;75;31;3.351175205
SeriesA;75;32;3.104545831
SeriesB;75;32;3.342154738
SeriesA;75;33;3.135708383
SeriesB;75;33;3.44127506
SeriesA;75;34;3.064966779
SeriesB;75;34;3.457346435
SeriesA;75;35;3.230124681
SeriesB;75;35;3.501438338
SeriesA;75;36;3.261673111
SeriesB;75;36;3.437439672
SeriesA;75;37;3.359202278
SeriesB;75;37;3.389594654
SeriesA;75;38;3.371834711
SeriesB;75;38;3.361801838
SeriesA;75;39;3.39318183
SeriesB;75;39;3.493544045
SeriesA;75;40;3.410472938
SeriesB;75;40;3.508858727
SeriesA;75;41;3.294470118
SeriesB;75;41;3.499337572
SeriesA;75;42;3.144910463
SeriesB;75;42;3.501224747
SeriesA;75;43;3.518157261
SeriesB;75;43;3.400022096
SeriesA;75;44;3.399869635
SeriesB;75;44;3.463936067
SeriesA;75;45;3.430669616
SeriesB;75;45;3.506710379
SeriesA;75;46;3.267828552
SeriesB;75;46;3.43
SeriesA;75;47;3.368734354
SeriesB;75;47;3.485057511
SeriesA;75;48;3.418540513
SeriesB;75;48;3.480272314
SeriesA;75;49;3.277323304
SeriesB;75;49;3.458833408
SeriesA;75;50;3.209853161
SeriesB;75;50;3.458833408
SeriesA;75;51;3.429501306
SeriesB;75;51;3.470779707
SeriesA;75;52;3.276672194
SeriesB;75;52;3.457046687
SeriesA;75;53;3.423643012
SeriesB;75;53;3.490640437
SeriesA;75;54;3.538199193
SeriesB;75;54;3.499923271
SeriesA;75;55;3.275901312
SeriesB;75;55;3.495852402
SeriesA;75;56;3.260761513
SeriesB;75;56;3.412960874
SeriesA;75;57;3.377901422
SeriesB;75;57;3.454217793
SeriesA;75;58;3.270394447
SeriesB;75;58;3.502731649
SeriesA;75;59;3.39
SeriesB;75;59;3.44
SeriesA;75;60;3.277495975
SeriesB;75;60;3.40058116
SeriesA;75;61;3.240790422
SeriesB;75;61;3.397233536
SeriesA;75;62;3.236495495
SeriesB;75;62;3.351293534
SeriesA;75;63;3.172070641
SeriesB;75;63;3.353518228
SeriesA;75;64;3.30025314
SeriesB;75;64;3.316011463
SeriesA;75;65;3.239375787
SeriesB;75;65;3.328136758
SeriesA;75;66;3.094988867
SeriesB;75;66;3.377296981
SeriesA;75;67;2.963358473
SeriesB;75;67;3.408899486
SeriesA;75;68;3.124854196
SeriesB;75;68;3.263716442
SeriesA;75;69;3.040834725
SeriesB;75;69;3.263716442
SeriesA;75;70;3.023081534
SeriesB;75;70;3.045792175
SeriesA;75;71;3.056228942
SeriesB;75;71;3.173652094
SeriesA;75;72;3.029514736
SeriesB;75;72;3.091414481
SeriesA;75;73;2.923854535
SeriesB;75;73;3.128198819
SeriesA;75;74;2.845420571
SeriesB;75;74;3.070326796
SeriesA;75;75;2.77
SeriesB;75;75;3.033802694
SeriesA;75;76;2.86498359
SeriesB;75;76;3.033802694
SeriesA;75;77;2.72
SeriesB;75;77;2.991029354
SeriesA;75;78;2.899432392
SeriesB;75;78;2.806987514
SeriesA;75;79;2.771704728
